title,maingenre,popularity,budgetM,revenueM,profitM,release_date,runtime,vote_average,vote_count,Collection
My Big Fat Greek Wedding,Comedy,6.719949,5,369,364,2/22/2002,95,6.2,686,My Big Fat Greek Wedding Collection
Hitch,Comedy,13.35076,70,368,298,2/10/2005,118,6.3,1721,
Shark Tale,Animation,17.999273,75,367,292,9/20/2004,90,5.8,1612,
Die Hard: With a Vengeance,Action,15.138855,90,366,276,5/19/1995,128,6.9,2094,Die Hard Collection
Notting Hill,Romance,9.874043,42,364,322,5/13/1999,124,7,1309,
Noah,Drama,14.924487,125,363,238,3/20/2014,139,5.5,2408,
A Bug's Life,Adventure,16.869209,120,363,243,11/25/1998,95,6.8,2379,
Ocean's Twelve,Thriller,11.869347,110,363,253,12/9/2004,125,6.4,2169,"name': ""Ocean's Collection"", "
Fast & Furious,Action,1.498902,85,363,278,4/2/2009,107,6.5,2426,The Fast and the Furious Collection
The World Is Not Enough,Adventure,12.130127,135,362,227,11/8/1999,128,6,878,James Bond Collection
The Hangover Part III,Comedy,25.085639,103,362,259,5/23/2013,100,6,2991,The Hangover Collection
Planet of the Apes,Thriller,17.319836,100,362,262,7/25/2001,119,5.6,1270,
Alvin and the Chipmunks,Comedy,11.805233,60,361,301,12/13/2007,92,5.5,1212,Alvin and the Chipmunks Collection
Home Alone 2: Lost in New York,Comedy,13.293722,18,359,341,11/19/1992,120,6.3,2459,Home Alone Collection
Minority Report,Action,20.666063,102,358,256,6/20/2002,145,7.1,2663,
Hotel Transylvania,Animation,16.231945,85,358,273,9/20/2012,91,6.8,2622,Hotel Transylvania Collection
The Karate Kid,Action,11.690781,40,358,318,6/10/2010,140,6.2,1675,
The Legend of Tarzan,Action,45.38298,180,357,177,6/29/2016,109,5.5,2488,
Angels & Demons,Thriller,22.211558,150,357,207,5/13/2009,138,6.5,2183,Robert Langdon Collection
Top Gun,Action,20.301019,15,357,342,5/16/1986,110,6.7,1736,
Journey 2: The Mysterious Island,Adventure,9.46307,79,356,277,1/19/2012,94,5.8,1050,Journey Collection
American Beauty,Drama,20.726578,15,356,341,9/15/1999,122,7.9,3438,
Apollo 13,Drama,18.761467,52,355,303,6/30/1995,140,7.3,1637,
X-Men: First Class,Action,0.738633,160,354,194,5/24/2011,132,7.1,5252,X-Men Collection
Dinosaur,Animation,9.998415,128,354,226,5/19/2000,82,6.2,563,
Basic Instinct,Thriller,16.628427,49,353,304,3/20/1992,127,6.5,869,Basic Instinct Collection
Hannibal,Crime,2.48875,87,352,265,2/8/2001,131,6.4,1296,The Hannibal Lecter Anthology
GoldenEye,Adventure,14.686036,58,352,294,11/16/1995,130,6.6,1194,James Bond Collection
Catch Me If You Can,Drama,19.833077,52,352,300,12/25/2002,141,7.7,3917,
The Mask,Romance,14.13488,23,352,329,7/29/1994,101,6.6,2550,The Mask Collection
The Great Gatsby,Drama,17.598936,105,351,246,5/10/2013,143,7.3,3885,
Cars 3,Family,19.148182,175,350,175,6/15/2017,109,6.6,718,Cars Collection
The Angry Birds Movie,Family,11.171927,73,350,277,5/11/2016,97,5.9,1048,
Speed,Action,10.859292,30,350,320,6/9/1994,116,6.8,1814,Speed Collection
Night at the Museum: Secret of the Tomb,Adventure,19.539436,127,349,222,12/17/2014,97,6.1,1893,Night at the Museum Collection
The Lorax,Animation,7.689395,70,349,279,3/1/2012,86,6.3,1048,
The Maze Runner,Action,76.93789,34,348,314,9/10/2014,113,7,5540,The Maze Runner Collection
Trolls,Adventure,16.83711,125,347,222,10/13/2016,92,6.7,1054,
"I, Robot",Action,14.43075,120,347,227,7/15/2004,115,6.7,3889,
The Smurfs 2,Fantasy,10.640864,105,347,242,7/30/2013,105,5.5,711,The Smurfs (Theatrical) Collection
National Treasure,Adventure,18.932203,100,347,247,11/19/2004,131,6.4,1974,National Treasure Collection
Rush Hour 2,Action,8.345985,90,347,257,8/3/2001,90,6.4,1078,Rush Hour Collection
xXx: Return of Xander Cage,Action,17.918269,85,346,261,1/13/2017,107,5.5,1497,xXx Collection
Pocahontas,Adventure,13.280069,55,346,291,6/14/1995,81,6.7,1509,Pocahontas Collection
How the Grinch Stole Christmas,Family,11.642462,123,345,222,11/17/2000,104,6.2,1440,
Star Trek Beyond,Action,20.659284,185,343,158,7/7/2016,122,6.6,2636,Star Trek: Alternate Reality Collection
Over the Hedge,Comedy,9.382953,80,343,263,4/22/2006,83,6.3,1116,
Alvin and the Chipmunks: Chipwrecked,Comedy,8.066393,75,343,268,12/14/2011,87,5.4,499,Alvin and the Chipmunks Collection
The Flintstones,Fantasy,15.019586,46,342,296,5/26/1994,91,5,559,The Flintstones (Live-Action) Collection
Enchanted,Comedy,11.447798,85,340,255,11/20/2007,107,6.6,1512,
300: Rise of an Empire,Action,12.904677,110,338,228,3/5/2014,102,6.1,2438,300 Collection
Batman Forever,Action,13.321354,100,337,237,6/16/1995,121,5.2,1529,Batman Collection
Prince of Persia: The Sands of Time,Adventure,18.459955,150,335,185,5/19/2010,116,6.2,2372,
Sherlock Holmes: A Game of Shadows,Adventure,18.695329,125,335,210,11/22/2011,129,7,3971,Sherlock Holmes Collection
Now You See Me 2,Action,39.540653,90,335,245,6/2/2016,129,6.7,3362,Now You See Me Collection
The Rock,Action,13.249824,75,335,260,6/6/1996,136,6.9,1474,
The Curious Case of Benjamin Button,Fantasy,17.934821,150,334,184,11/24/2008,166,7.3,3398,
Tomorrow Never Dies,Adventure,17.159576,110,333,223,12/11/1997,119,6,941,James Bond Collection
Indiana Jones and the Temple of Doom,Adventure,15.802306,28,333,305,5/23/1984,118,7.1,2841,Indiana Jones Collection
The Good Dinosaur,Adventure,12.319595,175,332,157,11/14/2015,93,6.6,1782,
The Great Wall,Action,15.884744,150,332,182,12/16/2016,103,5.8,1465,
Back to the Future Part II,Adventure,13.689855,40,332,292,11/20/1989,108,7.4,3926,Back to the Future Collection
Fantastic Four,Action,19.382082,100,331,231,6/29/2005,106,5.5,3040,Fantastic Four Collection
Who Framed Roger Rabbit,Fantasy,16.78596,70,330,260,6/21/1988,104,7.2,1466,
Meet the Parents,Comedy,14.178281,55,330,275,10/6/2000,108,6.6,1743,Meet the Parents Collection
Black Swan,Drama,12.989056,13,328,315,12/2/2010,108,7.3,4562,
Crocodile Dundee,Adventure,7.791212,5,328,323,9/26/1986,97,6.3,512,Crocodile Dundee Collection
The Devil Wears Prada,Comedy,13.102384,35,327,292,6/30/2006,109,7,3198,
Se7en,Crime,18.45743,33,327,294,9/22/1995,127,8.1,5915,
The Perfect Storm,Drama,18.911961,120,326,206,3/15/2000,130,6.2,609,
Taken 3,Thriller,18.081483,48,326,278,12/16/2014,109,6.1,2225,Taken Collection
A Christmas Carol,Animation,12.869273,200,325,125,11/4/2009,96,6.6,1137,
Megamind,Animation,11.603905,130,322,192,10/28/2010,95,6.7,1968,
Lethal Weapon 3,Adventure,10.786007,35,322,287,5/15/1992,118,6.4,824,Lethal Weapon Collection
101 Dalmatians,Comedy,11.470748,54,321,267,11/17/1996,103,5.6,722,101 Dalmatians (Live-Action) Collection
Schindler's List,Drama,41.725123,22,321,299,11/29/1993,195,8.3,4436,
The Conjuring 2,Horror,14.767317,40,320,280,5/13/2016,134,7,2018,The Conjuring Collection
Fatal Attraction,Romance,14.260779,14,320,306,9/11/1987,119,6.6,305,
The Last Airbender,Action,9.544657,150,319,169,6/30/2010,103,4.7,1180,
Inglourious Basterds,Drama,16.89564,70,319,249,8/18/2009,153,7.9,6598,
The Conjuring,Horror,14.90169,13,318,305,7/18/2013,112,7.4,3169,The Conjuring Collection
The Proposal,Comedy,8.058337,40,317,277,6/1/2009,108,6.7,1858,
Beverly Hills Cop,Action,8.503483,15,316,301,11/29/1984,105,6.8,985,Beverly Hills Cop Collection
Air Force One,Action,12.173291,85,315,230,7/25/1997,124,6.2,859,
Chicken Little,Animation,18.584609,150,314,164,11/4/2005,81,5.6,974,
A Beautiful Mind,Drama,11.93646,60,314,254,12/11/2001,135,7.7,3087,
As Good as It Gets,Comedy,9.374049,50,314,264,12/19/1997,139,7.2,946,
The Expendables 2,Action,14.881566,100,313,213,8/8/2012,103,6.1,2940,The Expendables Collection
The Lego Batman Movie,Action,17.070748,80,312,232,2/8/2017,104,7.2,1473,The Lego Movie Collection
The SpongeBob Movie: Sponge Out of Water,Animation,12.334689,74,312,238,2/5/2015,93,5.7,733,SpongeBob Collection
Resident Evil: The Final Chapter,Action,0.75571,40,312,272,12/23/2016,107,5.9,1139,Resident Evil Collection
Robin Hood,Action,10.56812,200,311,111,5/12/2010,140,6.2,1434,
Little Fockers,Comedy,9.73941,100,311,211,12/21/2010,98,5.5,1092,Meet the Parents Collection
Ocean's Thirteen,Crime,12.16276,85,311,226,6/7/2007,122,6.5,2040,"name': ""Ocean's Collection"", "
Maze Runner: The Scorch Trials,Action,41.225769,61,311,250,9/9/2015,132,6.5,3148,The Maze Runner Collection
Austin Powers: The Spy Who Shagged Me,Adventure,13.984182,33,311,278,6/8/1999,95,6.1,1034,Austin Powers Collection
Bolt,Animation,15.580915,150,310,160,11/21/2008,98,6.3,1798,
Dangal,Drama,8.792104,10,310,300,12/23/2016,161,8,140,
Ransom,Action,8.772188,80,309,229,11/8/1996,117,6.4,482,
Runaway Bride,Comedy,8.919469,70,309,239,7/30/1999,116,5.8,472,
The Blind Side,Drama,12.753109,29,309,280,11/20/2009,129,7.2,1626,
Rise of the Guardians,Fantasy,10.943775,145,307,162,11/21/2012,97,7.1,1981,
The Pursuit of Happyness,Drama,20.981716,55,307,252,12/14/2006,117,7.7,2607,
Chicago,Action,13.325347,45,307,262,12/26/2002,113,6.9,695,
The Fault in Our Stars,Romance,16.274653,12,307,295,5/16/2014,125,7.6,3868,
The Polar Express,Adventure,14.27536,165,306,141,11/10/2004,100,6.4,1524,
A Good Day to Die Hard,Action,12.471865,92,305,213,2/6/2013,98,5.2,3519,Die Hard Collection
Mulan,Animation,21.180857,90,304,214,6/18/1998,88,7.6,2089,Mulan Collection
Close Encounters of the Third Kind,Science Fiction,10.610446,20,304,284,11/16/1977,135,7.2,1122,
Battleship,Thriller,13.106966,209,303,94,4/11/2012,131,5.5,2141,
Passengers,Adventure,20.303632,110,303,193,12/21/2016,116,6.7,4134,
Liar Liar,Comedy,10.102471,45,303,258,3/21/1997,86,6.4,1456,
G.I. Joe: The Rise of Cobra,Adventure,11.787058,175,302,127,8/4/2009,118,5.6,1988,G.I. Joe (Live-Action) Collection
Wrath of the Titans,Adventure,7.739904,150,301,151,3/27/2012,99,5.5,1459,Clash of the Titans Collection
Hook,Adventure,14.508137,70,301,231,12/11/1991,144,6.7,1563,
Van Helsing,Horror,12.643312,160,300,140,5/5/2004,132,6,1674,Van Helsing Collection
Stuart Little,Animation,8.3595,133,300,167,12/17/1999,84,5.8,998,Stuart Little Collection
Resident Evil: Afterlife,Action,0.452934,60,300,240,9/9/2010,97,5.8,1382,Resident Evil Collection
Superman,Action,15.460102,55,300,245,12/13/1978,143,6.9,1042,Superman Collection
Rambo: First Blood Part II,Action,11.924462,44,300,256,5/21/1985,96,6.3,884,Rambo Collection
Rocky IV,Drama,10.25721,31,300,269,11/21/1985,91,6.6,984,Rocky Collection
Beverly Hills Cop II,Action,9.200336,20,300,280,5/18/1987,100,6.1,627,Beverly Hills Cop Collection
Alice Through the Looking Glass,Family,14.61608,170,299,129,5/25/2016,113,6.5,1782,Alice in Wonderland Collection
Real Steel,Action,19.265552,110,299,189,9/28/2011,127,6.6,2749,
My Best Friend's Wedding,Comedy,4.678572,38,299,261,6/19/1997,105,6.4,606,
Horton Hears a Who!,Animation,8.326699,85,297,212,3/3/2008,88,6.3,927,
Austin Powers in Goldmember,Comedy,8.786653,63,297,234,7/26/2002,94,5.9,997,Austin Powers Collection
Miss Peregrine's Home for Peculiar Children,Drama,36.262655,110,296,186,9/28/2016,127,6.5,3213,
X-Men,Adventure,0.954467,75,296,221,7/13/2000,104,6.8,4172,X-Men Collection
Look Who's Talking,Comedy,5.795045,8,296,288,10/12/1989,93,5.8,546,"name': ""Look Who's Talking Collection"", "
Insurgent,Adventure,27.887186,110,295,185,3/18/2015,119,6.2,3921,Divergent Collection
Shutter Island,Drama,15.813629,80,295,215,2/18/2010,138,7.8,6559,
Ghostbusters,Comedy,22.089729,30,295,265,6/7/1984,107,7.3,2431,Ghostbusters Collection
Doctor Dolittle,Comedy,9.439079,71,294,223,6/22/1998,85,5.4,705,Dr. Dolittle Collection
G-Force,Fantasy,9.163791,150,293,143,7/21/2009,88,5.1,519,
Salt,Action,8.704455,110,293,183,7/21/2010,100,6.2,2125,
The Departed,Drama,18.515448,90,290,200,10/5/2006,151,7.9,4455,
Fantastic 4: Rise of the Silver Surfer,Adventure,12.924254,130,289,159,6/13/2007,92,5.4,2648,Fantastic Four Collection
Divergent,Adventure,21.572585,85,289,204,3/14/2014,139,6.9,4784,Divergent Collection
The Bourne Supremacy,Action,20.40426,75,289,214,7/23/2004,108,7.2,2873,The Bourne Collection
Coming to America,Comedy,7.830087,39,289,250,6/28/1988,116,6.5,944,
Shakespeare in Love,Romance,13.813155,25,289,264,12/11/1998,122,6.8,831,
Bee Movie,Family,8.774374,150,288,138,10/28/2007,91,5.7,1208,
Sex and the City 2,Comedy,7.255991,100,288,188,5/26/2010,146,5.5,434,Sex and the City Collection
Casper,Fantasy,12.812539,50,288,238,5/26/1995,100,6,1045,Casper Collection
Bridesmaids,Comedy,6.810991,33,288,255,4/28/2011,125,6.5,1697,
American Pie 2,Comedy,10.25103,30,288,258,8/10/2001,108,6,1375,American Pie Collection
Pitch Perfect 2,Comedy,15.862632,29,288,259,5/7/2015,115,6.8,1997,Pitch Perfect Collection
Oblivion,Action,14.654053,120,286,166,4/10/2013,124,6.4,4862,
Elysium,Science Fiction,15.232738,115,286,171,8/7/2013,109,6.4,3510,
The Sound of Music,Drama,9.06773,8,286,278,3/2/1965,174,7.4,966,
Lethal Weapon 4,Action,14.470551,140,285,145,7/10/1998,127,6.3,782,Lethal Weapon Collection
The Green Mile,Fantasy,19.96678,60,285,225,12/10/1999,189,8.2,4166,
Wedding Crashers,Comedy,11.100597,40,285,245,7/14/2005,119,6.4,1406,
John Carter,Action,14.670353,260,284,24,3/7/2012,132,6.1,2170,
Turbo,Animation,8.979753,135,283,148,7/11/2013,96,6.1,1094,
Bridget Jones's Diary,Comedy,10.780524,25,282,257,4/13/2001,97,6.6,1397,Bridget Jones Collection
Batman Returns,Action,15.001681,80,280,200,6/19/1992,126,6.6,1706,Batman Collection
The Tourist,Action,12.845045,100,279,179,12/8/2010,103,6,1744,
Mojin: The Lost Legend,Action,4.209701,37,278,241,12/18/2015,127,6,71,
Scary Movie,Comedy,12.446738,19,278,259,7/7/2000,88,6,1468,Scary Movie Collection
The Bourne Legacy,Action,14.89499,130,277,147,8/8/2012,120,6,2683,The Bourne Collection
xXx,Action,12.722381,70,277,207,8/9/2002,124,5.8,1454,xXx Collection
Split,Horror,28.920839,9,277,268,11/15/2016,117,7,4461,
Scooby-Doo,Mystery,8.592826,84,276,192,6/14/2002,88,5.4,853,Scooby-Doo Collection
Lara Croft: Tomb Raider,Adventure,15.851722,115,275,160,6/11/2001,100,5.7,2235,Tomb Raider Collection
Lincoln,History,10.680331,65,275,210,11/9/2012,149,6.7,1456,
Spirited Away,Fantasy,41.048867,15,275,260,7/20/2001,125,8.3,3968,
The Expendables,Thriller,14.75562,80,274,194,8/3/2010,103,6,2977,The Expendables Collection
Jerry Maguire,Comedy,11.807601,50,274,224,12/6/1996,139,6.7,941,
Mr. Peabody & Sherman,Animation,9.493838,145,273,128,2/7/2014,92,6.7,861,
Bad Boys II,Adventure,8.191436,130,273,143,7/18/2003,147,6.3,1588,Bad Boys Collection
The Silence of the Lambs,Crime,4.307222,19,273,254,2/1/1991,119,8.1,4549,The Hannibal Lecter Anthology
Grown Ups,Comedy,23.981251,80,271,191,6/24/2010,102,6,1746,Grown Ups Collection
The Firm,Drama,9.678367,42,270,228,6/30/1993,154,6.6,513,
We're the Millers,Comedy,18.474368,37,270,233,8/7/2013,110,6.8,3053,We're the Millers Collection
Gran Torino,Drama,14.794228,33,270,237,12/9/2008,116,7.8,3181,
Rocky III,Drama,11.673366,17,270,253,5/28/1982,99,6.6,894,Rocky Collection
Exodus: Gods and Kings,Adventure,16.320249,140,268,128,12/3/2014,150,5.6,1957,
Epic,Animation,11.913405,100,268,168,5/15/2013,102,6.4,1143,
Neighbors,Comedy,11.90575,18,268,250,5/8/2014,96,6.2,2773,Neighbors Collection
The Princess and the Frog,Romance,16.616517,105,267,162,12/8/2009,97,6.7,1293,
Something's Gotta Give,Drama,8.524847,80,267,187,12/12/2003,128,6.3,422,
Indecent Proposal,Drama,7.118123,38,267,229,4/7/1993,117,5.8,300,
The Prince,Thriller,16.219485,18,267,249,8/22/2014,93,4.6,218,
Bambi,Animation,13.698132,1,267,266,8/14/1942,70,6.8,1450,Bambi Collection
"10,000 BC",Adventure,13.99377,105,266,161,2/22/2008,109,5.1,934,
American Gangster,Drama,9.644542,100,266,166,11/2/2007,157,7.4,1527,
Waterworld,Adventure,16.885184,175,264,89,7/28/1995,135,5.9,1017,
Charlie's Angels,Action,9.774985,92,264,172,11/2/2000,98,5.6,1253,"name': ""Charlie's Angels Collection"", "
The Fifth Element,Adventure,24.30526,90,264,174,5/7/1997,126,7.3,3962,
The Truman Show,Comedy,13.155901,60,264,204,6/4/1998,103,7.8,4702,
Cinderella,Family,14.436858,3,264,261,3/4/1950,74,6.8,1760,Cinderella Collection
Jumanji,Adventure,17.015539,65,263,198,12/15/1995,104,6.9,2413,
Knight and Day,Action,12.758942,117,262,145,6/15/2010,109,5.9,1583,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,8.278336,18,262,244,11/1/2006,82,6.5,1617,
Robots,Animation,12.949715,75,261,186,3/10/2005,91,6,1383,
Total Recall,Action,12.954444,65,261,196,6/1/1990,113,7.1,1745,
Super 8,Thriller,19.529911,50,260,210,6/8/2011,112,6.6,2496,
Charlie's Angels: Full Throttle,Action,7.821116,120,259,139,6/27/2003,106,5.2,930,"name': ""Charlie's Angels Collection"", "
Paddington,Family,15.686837,55,259,204,11/27/2014,95,7,899,
Rush Hour 3,Action,9.718111,140,258,118,8/8/2007,91,6.1,801,Rush Hour Collection
Wanted,Action,12.457896,75,258,183,6/19/2008,110,6.4,2583,Wanted - Collection
The Full Monty,Comedy,8.333322,4,258,254,8/13/1997,91,6.9,372,
The Village,Drama,8.172707,60,257,197,7/30/2004,108,6.2,1101,
Erin Brockovich,Drama,10.135446,52,256,204,3/17/2000,131,7.1,730,
Cliffhanger,Action,9.830853,70,255,185,5/28/1993,112,6.1,600,
Annabelle,Horror,23.242452,7,255,248,10/2/2014,99,5.5,1588,Annabelle Collection
Four Weddings and a Funeral,Comedy,8.990345,6,255,249,3/9/1994,117,6.6,654,
The Hangover Part II,Comedy,21.893532,80,254,174,5/25/2011,102,6.2,3836,The Hangover Collection
Kung Fu Yoga,Mystery,17.630487,65,254,189,1/27/2017,130,5.9,50,
Babe,Fantasy,14.404764,30,254,224,7/18/1995,89,6,756,Babe Collection
Hercules,Animation,14.048694,85,253,168,6/26/1997,93,7.3,1741,
True Grit,Drama,10.730765,38,252,214,12/22/2010,110,7.2,1701,
Get Out,Mystery,36.894806,5,252,247,2/24/2017,104,7.2,2978,
Enemy of the State,Action,12.978751,90,251,161,11/20/1998,132,6.7,1266,
You've Got Mail,Comedy,10.237996,65,251,186,12/17/1998,119,6.3,859,
American Hustle,Drama,16.478036,40,251,211,12/12/2013,138,6.8,2868,
Bean,Comedy,12.799853,18,251,233,7/3/1997,85,6.3,602,Mr. Bean Collection
The Mask of Zorro,Action,11.348096,95,250,155,7/16/1998,136,6.3,1211,Zorro Collection
Space Jam,Animation,11.054251,80,250,170,11/15/1996,88,6.5,1335,
Eragon,Fantasy,9.851133,100,249,149,12/14/2006,104,4.9,990,
The Ring,Horror,13.740965,48,249,201,10/18/2002,115,6.5,1720,The Ring Collection
Cloudy with a Chance of Meatballs 2,Animation,14.412061,78,248,170,9/26/2013,95,6.4,936,Cloudy with a Chance of Meatballs Collection
Unbreakable,Science Fiction,14.67855,75,248,173,11/13/2000,106,6.9,1994,
Grown Ups 2,Comedy,9.411725,80,247,167,7/11/2013,100,5.8,1180,Grown Ups Collection
Dumb and Dumber,Comedy,9.844558,16,247,231,12/16/1994,107,6.5,1894,Dumb and Dumber Collection
Dark Shadows,Comedy,10.665859,150,246,96,5/8/2012,113,5.7,2383,
Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,13.047776,135,246,111,6/1/2016,112,5.8,984,Teenage Mutant Ninja Turtles (Remake) Collection
Rango,Animation,10.581925,135,246,111,3/2/2011,107,6.6,2094,
The Peanuts Movie,Animation,12.338346,99,246,147,11/5/2015,88,6.5,608,
Face/Off,Action,11.467391,80,246,166,6/27/1997,138,6.8,1612,
